name,url,price_text,review_score_text,recommended_unit_text
Villa Kermes Heated Pool,https://www.booking.com/hotel/gr/kermes-villa.en-gb.html,€ 262,Scored 9.3 9.3 Superb 45 reviews,"Villa Entire villa • 5 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 220 m² 7 beds (1 bunk bed, 2 sofa beds, 4 large doubles)"
Mirabile Luxury Suites,https://www.booking.com/hotel/gr/mirabile-luxury-suites-chania.en-gb.html,€ 109,Scored 9.5 9.5 Exceptional 417 reviews,"Junior Suite Private suite 2 beds (1 sofa bed, 1 large double) Free cancellation Only 1 left at this price on our site"
On the sand 2,https://www.booking.com/hotel/gr/on-the-sand-khania.en-gb.html,€ 77,Scored 9.3 9.3 Superb 52 reviews,"Superior Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 40 m² 2 beds (1 double, 1 sofa bed) Free cancellation"
Balance Hotel,https://www.booking.com/hotel/gr/balance.en-gb.html,€ 107,Scored 9.5 9.5 Exceptional 854 reviews,Queen Room - Disability Access 1 large double bed Free cancellation No prepayment needed – pay at the property Only 1 room left at this price on our site
On the sand 1,https://www.booking.com/hotel/gr/on-the-sand.en-gb.html,€ 77,Scored 9.2 9.2 Superb 61 reviews,"Superior Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40 m² 2 beds (1 sofa bed, 1 large double) Free cancellation"
Elia Portou Luxury Residence,https://www.booking.com/hotel/gr/elia-portou-luxury-residence.en-gb.html,€ 90,Scored 8.8 8.8 Fabulous 151 reviews,Standard Double Room 1 large double bed Only 1 room left at this price on our site
Konmari Boutique Suites,https://www.booking.com/hotel/gr/konmari.en-gb.html,€ 72,Scored 9.0 9.0 Superb 262 reviews,Superior Studio Entire studio • 1 bathroom • 30 m² 1 large double bed Free cancellation Only 1 left at this price on our site
Kostakis Beach,https://www.booking.com/hotel/gr/kostakis-beach.en-gb.html,€ 81,Scored 9.0 9.0 Superb 217 reviews,"Studio with Sea View Entire studio • 1 bathroom • 30 m² 3 beds (2 singles, 1 sofa bed) Breakfast included Only 7 left at this price on our site"
Despina Apartments,https://www.booking.com/hotel/gr/despina-apartments-xania.en-gb.html,€ 74,Scored 8.4 8.4 Very good 58 reviews,Standard Triple Studio Entire studio • 1 bathroom • 1 kitchen • 30 m² 3 single beds Only 1 left at this price on our site
Four Seasons Homes,https://www.booking.com/hotel/gr/four-seasons-homes.en-gb.html,€ 178,Scored 9.8 9.8 Exceptional 30 reviews,"Three-Bedroom House Entire holiday home • 3 bedrooms • 3 bathrooms • 1 kitchen • 125 m² 4 beds (2 singles, 1 double, 1 large double) Free cancellation No prepayment needed – pay at the property Only 1 left at this price on our site"
Lafo Rooms,https://www.booking.com/hotel/gr/lafo-apts.en-gb.html,€ 79,Scored 9.1 9.1 Superb 700 reviews,Budget Double Room 1 large double bed Only 1 room left at this price on our site
Kaktos 1,https://www.booking.com/hotel/gr/kaktos1.en-gb.html,€ 114,Scored 9.6 9.6 Exceptional 12 reviews,"Three-Bedroom Villa Entire villa • 3 bedrooms • 1 living room • 1 bathroom • 104 m² 6 beds (2 singles, 1 double, 1 extra-large double, 1 sofa bed, 1 large double)"
"Wonderful Villa in Chania with Private Pool, Panoramic Sea Views & Spacious Interiors",https://www.booking.com/hotel/gr/villa-coziness.en-gb.html,€ 434,Scored 8.0 8.0 Very good 13 reviews,"Villa Entire villa • 5 bedrooms • 2 living rooms • 4 bathrooms • 1 kitchen • 300 m² 9 beds (6 singles, 3 doubles)"
Pearl Seaside Cozy Apartments,https://www.booking.com/hotel/gr/stratos-lux-apartment-55sqm.en-gb.html,€ 83,Scored 8.8 8.8 Fabulous 317 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45 m² 4 beds (3 sofa beds, 1 large double) Only 3 left at this price on our site"
Panoramio Paleochora Apartments,https://www.booking.com/hotel/gr/panoramio.en-gb.html,€ 76,Scored 7.6 7.6 Good 166 reviews,"Apartment with Mountain View Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60 m² 4 beds (2 singles, 1 double, 1 sofa bed) Only 3 left at this price on our site"
Okeanis Golden Resort,https://www.booking.com/hotel/gr/okeanis-golden-resort.en-gb.html,€ 112,Scored 8.8 8.8 Fabulous 56 reviews,"Apartment with Pool View Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 30 m² 3 beds (2 sofa beds, 1 large double) Free cancellation"
Old stone villa in Apokoronas Villa Nostalgia Kreta,https://www.booking.com/hotel/gr/villa-nostalgia-filippos.en-gb.html,€ 268,Scored 9.8 9.8 Exceptional 5 reviews,"Villa Entire villa • 4 bedrooms • 2 living rooms • 1 bathroom • 1 kitchen • 148 m² 5 beds (1 bunk bed, 1 sofa bed, 3 large doubles) Free cancellation"
Celestine Suites,https://www.booking.com/hotel/gr/celestine-suites.en-gb.html,€ 163,Scored 9.0 9.0 Superb 38 reviews,Studio with Ocean View Entire studio • 1 bathroom • 30 m² 1 extra-large double bed Only 1 left at this price on our site
Stefan Village Hotel,https://www.booking.com/hotel/gr/stefan-village.en-gb.html,€ 104,Scored 9.2 9.2 Superb 178 reviews,"Deluxe Studio Entire studio • 1 bathroom • 35 m² 2 beds (1 double, 1 sofa bed) Breakfast included Free cancellation Only 1 left at this price on our site"
Strofi House,https://www.booking.com/hotel/gr/strofi-house.en-gb.html,€ 72,Scored 8.0 8.0 Very good 1 review,"Three-Bedroom House Entire holiday home • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 72 m² 4 beds (2 singles, 2 doubles) Free cancellation"
Mare Blue Suites,https://www.booking.com/hotel/gr/mare-blue-amp-suites.en-gb.html,€ 132,Scored 7.4 7.4 Good 21 reviews,Single Room Multiple bed types Only 1 room left at this price on our site
Agarathos Deluxe Homes In the Heart of Kaliviani Near Balos,https://www.booking.com/hotel/gr/agarathos-homes-kissamos.en-gb.html,€ 76,Scored 9.4 9.4 Superb 251 reviews,"One-Bedroom Apartment Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 36 m² 2 beds (1 double, 1 sofa bed) Only 1 left at this price on our site"
Resitour - Aphrodite Beachfront,https://www.booking.com/hotel/gr/aphrodite-beachfront.en-gb.html,€ 89,Scored 8.8 8.8 Fabulous 414 reviews,"Two-Room Apartment Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 50 m² 2 beds (1 single, 1 double) Free cancellation Only 2 left at this price on our site"
M City Hotel,https://www.booking.com/hotel/gr/m-city.en-gb.html,€ 144,Scored 9.3 9.3 Superb 356 reviews,Standard Double Room 1 large double bed Breakfast included Free cancellation Only 3 rooms left at this price on our site
Endless Blue,https://www.booking.com/hotel/gr/pakhia-ammos.en-gb.html,€ 82,Scored 9.2 9.2 Superb 402 reviews,Superior Studio with Sea View Entire studio • 1 bathroom • 1 kitchen • 24 m² 1 large double bed Only 1 left at this price on our site
To Spiti mas,https://www.booking.com/hotel/gr/to-spiti-mas-sougia.en-gb.html,€ 93,Scored 9.6 9.6 Exceptional 176 reviews,"Deluxe Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45 m² 3 beds (2 sofa beds, 1 large double) Free cancellation Only 1 left at this price on our site"
house in the village near the sea,https://www.booking.com/hotel/gr/house-in-the-village-near-the-sea.en-gb.html,€ 85,Scored 8.9 8.9 Fabulous 23 reviews,"Apartment with Garden View Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 75 m² 4 beds (1 extra-large double, 2 bunk beds, 1 sofa bed)"
"Elafonisi Paradise with Parking, WiFi, - Walking Distance to the Beach",https://www.booking.com/hotel/gr/elafonisi-paradise.en-gb.html,€ 65,Scored 9.1 9.1 Superb 678 reviews,Double Room with Garden View 1 double bed Only 2 rooms left at this price on our site
Adamas Rooms,https://www.booking.com/hotel/gr/adamas-palaiochora.en-gb.html,€ 65,Scored 8.8 8.8 Fabulous 71 reviews,Studio Apartment Entire apartment • 1 bedroom • 1 bathroom • 21 m² 2 single beds Only 1 left at this price on our site
Tzitzifianaki Cozy Apartment,https://www.booking.com/hotel/gr/tzitziphianake-diamerisma.en-gb.html,€ 125,Scored 9.7 9.7 Exceptional 49 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 75 m² 2 beds (1 double, 1 large double) Free cancellation"
"Maria & Manos Guest House, Agios Onoufrios beach",https://www.booking.com/hotel/gr/maria-amp-manos-guest-house-near-the-beach.en-gb.html,€ 102,Scored 9.8 9.8 Exceptional 18 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45 m² 2 beds (1 sofa bed, 1 large double)"
Panoramic Balos Sea View House,https://www.booking.com/hotel/gr/panoramic-balos-sea-view-house.en-gb.html,€ 102,Scored 9.2 9.2 Superb 5 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 85 m² 4 beds (2 singles, 1 double, 1 sofa bed)"
Konstantina Apartment near the Beach,https://www.booking.com/hotel/gr/konstantina-s-apartment-near-the-beach.en-gb.html,€ 93,Scored 9.0 9.0 Superb 46 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65 m² 2 beds (1 double, 1 sofa bed) Free cancellation"
Antartisa B&B,https://www.booking.com/hotel/gr/antartisa-bnb.en-gb.html,€ 50,Scored 9.0 9.0 Superb 513 reviews,Economy Double Room 1 double bed Free cancellation Only 2 rooms left at this price on our site
Athina Suites Luxury Suites Near The Sea Platanias,https://www.booking.com/hotel/gr/athina-suites-platanias-khania-pole.en-gb.html,€ 118,Scored 9.2 9.2 Superb 172 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 kitchen • 35 m² 2 beds (1 sofa bed, 1 large double) Only 5 left at this price on our site"
Lissos Rooms Sougia,https://www.booking.com/hotel/gr/lissos-rooms.en-gb.html,€ 77,Scored 8.8 8.8 Fabulous 290 reviews,Studio with Sea View Entire studio • 1 bathroom • 18 m² 1 large double bed Free cancellation Only 1 left at this price on our site
Katerina Apartments,https://www.booking.com/hotel/gr/katerina-apartments-daratsos.en-gb.html,€ 78,Scored 9.2 9.2 Superb 20 reviews,"Apartment with Balcony Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 45 m² 2 beds (1 sofa bed, 1 large double) Only 4 left at this price on our site"
Konstantina's cottage Ideal BaseforBalos & Elafonisi,https://www.booking.com/hotel/gr/konstantina-39-s-fairytale-house-ama00000011260.en-gb.html,€ 105,Scored 8.8 8.8 Fabulous 26 reviews,"Three-Bedroom House Entire holiday home • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 120 m² 5 beds (2 singles, 1 sofa bed, 2 large doubles) Free cancellation"
Ontas Villa Loutraki Platanias,https://www.booking.com/hotel/gr/ontas-villa-loutraki-platanias.en-gb.html,€ 95,Scored 9.5 9.5 Exceptional 4 reviews,"Three-Bedroom Villa Entire villa • 3 bedrooms • 2 bathrooms • 1 kitchen • 130 m² 3 beds (2 doubles, 1 sofa bed)"
Oriental Bay,https://www.booking.com/hotel/gr/oriental-bar-giannes-thaleia.en-gb.html,€ 82,Scored 8.3 8.3 Very good 273 reviews,Budget Double Room 1 extra-large double bed Breakfast included Free cancellation No prepayment needed – pay at the property Only 3 rooms left at this price on our site
Lydia's Apartments,https://www.booking.com/hotel/gr/lydia-39-s-apartments.en-gb.html,€ 69,Scored 9.2 9.2 Superb 231 reviews,"Apartment with Balcony Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40 m² 2 beds (1 double, 1 sofa bed) Only 1 left at this price on our site"
Elia Kalamaki Hotel,https://www.booking.com/hotel/gr/elia-kalamaki.en-gb.html,€ 79,Scored 8.7 8.7 Fabulous 324 reviews,Classic Room with Balcony Beds: 1 double or 2 singles Breakfast included Only 3 rooms left at this price on our site
Villa Alexandra,https://www.booking.com/hotel/gr/alexandra-villa-sea-view-house.en-gb.html,€ 245,Scored 9.7 9.7 Exceptional 30 reviews,"Villa Entire villa • 4 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 150 m² 7 beds (2 singles, 2 extra-large doubles, 2 sofa beds, 1 large double) Only 1 left at this price on our site"
Nefeli Rooms,https://www.booking.com/hotel/gr/sea-blue-apartment.en-gb.html,€ 82,Scored 7.7 7.7 Good 62 reviews,"Twin Room with Sea View 2 beds (1 single, 1 sofa bed) Only 2 rooms left at this price on our site"
Kissamos View Apartment,https://www.booking.com/hotel/gr/kissamos-view-apartment.en-gb.html,€ 112,Scored 8.4 8.4 Very good 42 reviews,"Holiday Home Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 78 m² 3 beds (1 sofa bed, 2 large doubles) Free cancellation No prepayment needed – pay at the property"
Villa Varvara in Almyrida slechts 350m vanaf het strand - Auto huren niet nodig - Gratis Samariakloof,https://www.booking.com/hotel/gr/villa-varvara-almyrida.en-gb.html,€ 184,Scored 9.5 9.5 Exceptional 2 reviews,"Holiday Home Entire holiday home • 3 bedrooms • 1 bathroom • 1 kitchen • 140 m² 5 beds (4 singles, 1 double)"
BO Home,https://www.booking.com/hotel/gr/39-39-bo-39-39-home-khania-pole.en-gb.html,€ 85,Scored 9.6 9.6 Exceptional 52 reviews,"Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60 m² 2 beds (1 double, 1 sofa bed) Free cancellation Only 1 left at this price on our site"
Antonis Studio,https://www.booking.com/hotel/gr/sunset-studio-2.en-gb.html,€ 52,Scored 7.3 7.3 Good 125 reviews,"One-Bedroom Studio Entire studio • 1 bathroom • 15 m² 2 beds (1 single, 1 double) Free cancellation Only 2 left at this price on our site"
Elvie House,https://www.booking.com/hotel/gr/elvie-house.en-gb.html,€ 120,Scored 8.4 8.4 Very good 73 reviews,"Holiday Home Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 78 m² 3 beds (1 single, 1 extra-large double, 1 sofa bed) Free cancellation"
Cactus,https://www.booking.com/hotel/gr/cactus-nopegeia.en-gb.html,€ 115,Scored 9.3 9.3 Superb 12 reviews,"Apartment Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 104 m² 6 beds (3 doubles, 1 extra-large double, 1 sofa bed, 1 large double)"
Panorama Rooms,https://www.booking.com/hotel/gr/panorama-rooms-agia-roumeli.en-gb.html,€ 38,Scored 8.7 8.7 Fabulous 56 reviews,Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 20 m² 2 single beds Free cancellation Only 4 left at this price on our site
NK Apartments,https://www.booking.com/hotel/gr/nk-apartments.en-gb.html,€ 60,Scored 9.8 9.8 Exceptional 334 reviews,"Studio Apartment Entire apartment • 1 bedroom • 1 bathroom • 35 m² 2 beds (1 sofa bed, 1 large double) Free cancellation Only 1 left at this price on our site"
Deluxe Suites,https://www.booking.com/hotel/gr/deluxe-suites.en-gb.html,€ 97,Scored 8.7 8.7 Fabulous 175 reviews,"Deluxe Suite with Balcony 2 beds (1 sofa bed, 1 large double) Free cancellation Only 2 rooms left at this price on our site"
EvaEle Luxury Boutique,https://www.booking.com/hotel/gr/evaele.en-gb.html,€ 57,Scored 9.8 9.8 Exceptional 346 reviews,"Apartment - Ground Floor Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40 m² 2 beds (1 sofa bed, 1 large double) Free cancellation Only 2 left at this price on our site"
Ifigenia Theriso Village,https://www.booking.com/hotel/gr/ifigenia-therisso-vilage.en-gb.html,€ 145,Scored 8.4 8.4 Very good 17 reviews,"Superior Villa Entire villa • 2 bedrooms • 2 living rooms • 2 bathrooms • 1 kitchen • 170 m² 4 beds (1 double, 2 sofa beds, 1 large double) Only 1 left at this price on our site"
Erasmia Beachside Suites,https://www.booking.com/hotel/gr/erasmia-suites.en-gb.html,€ 222,Scored 8.8 8.8 Fabulous 74 reviews,"Deluxe Apartment Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60 m² 5 beds (2 singles, 2 sofa beds, 1 large double) Only 3 left at this price on our site"
Modern 1-bedroom with BBQ & Roof Garden near Beach,https://www.booking.com/hotel/gr/1-bedroom-apartment.en-gb.html,€ 64,Scored 8.0 8.0 Very good 13 reviews,"Apartment with Terrace Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45 m² 2 beds (1 sofa bed, 1 large double) Only 3 left at this price on our site"
Comfortable House near Chania,https://www.booking.com/hotel/gr/2-familienhaus-auf-kreta-auch-fur-eine-grossere-familie-oder-zwei-paare-geeignet.en-gb.html,€ 206,Scored 8.2 8.2 Very good 5 reviews,"Holiday Home Entire holiday home • 2 bedrooms • 2 living rooms • 1 bathroom • 1 kitchen • 96 m² 4 beds (2 doubles, 2 sofa beds) Free cancellation Only 1 left at this price on our site"
Sonja Beachfront Apartments,https://www.booking.com/hotel/gr/sonia-1.en-gb.html,€ 63,Scored 8.6 8.6 Fabulous 84 reviews,Sonja 1 Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 50 m² 2 double beds Free cancellation Only 1 left at this price on our site
Niki Rooms,https://www.booking.com/hotel/gr/niki-rooms-palaiochora.en-gb.html,€ 55,Scored 9.1 9.1 Superb 220 reviews,Triple Room with Balcony 3 single beds Only 1 room left at this price on our site
Panorama,https://www.booking.com/hotel/gr/panorama-kissamos.en-gb.html,€ 69,Scored 8.3 8.3 Very good 545 reviews,Economy Double Room 1 double bed Only 1 room left at this price on our site
Sofia's Lovely Rooms,https://www.booking.com/hotel/gr/sofias-lovely-rooms.en-gb.html,€ 77,Scored 9.7 9.7 Exceptional 367 reviews,Deluxe Double Room with Balcony 1 extra-large double bed No prepayment needed – pay at the property Only 2 rooms left at this price on our site
AnDi's Apartment's Paleochora,https://www.booking.com/hotel/gr/andi-39-s-apartments.en-gb.html,€ 87,Scored 9.5 9.5 Exceptional 87 reviews,"Apartment - Ground Floor Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35 m² 2 beds (1 sofa bed, 1 large double) Only 1 left at this price on our site"
MG Cozy Garden View Studio,https://www.booking.com/hotel/gr/mg-sea-view-house.en-gb.html,€ 92,Scored 8.7 8.7 Fabulous 43 reviews,"Studio with Garden View Entire studio • 1 bathroom • 1 kitchen • 30 m² 2 beds (1 double, 1 sofa bed) Only 1 left at this price on our site"
White Lake Holiday House,https://www.booking.com/hotel/gr/white-lake-holiday-house.en-gb.html,€ 149,Scored 9.6 9.6 Exceptional 47 reviews,"Holiday Home Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 80 m² 4 beds (1 single, 2 extra-large doubles, 1 sofa bed)"
Nival Luxury Suites,https://www.booking.com/hotel/gr/nival-suites.en-gb.html,€ 134,Scored 9.7 9.7 Exceptional 389 reviews,"Suite with Balcony Private suite • 1 bedroom • 1 living room • 1 bathroom • 30 m² 2 beds (1 sofa bed, 1 large double) Only 3 left at this price on our site"
Domus Fresco,https://www.booking.com/hotel/gr/chaniainn.en-gb.html,€ 182,Scored 9.5 9.5 Exceptional 150 reviews,Double Room with Sea View 1 large double bed Free cancellation Only 1 room left at this price on our site
Madonna del Mare,https://www.booking.com/hotel/gr/madonna-del-mare.en-gb.html,€ 121,Scored 9.1 9.1 Superb 124 reviews,"One-Bedroom Suite - No Balcony Private suite • 1 bedroom • 1 living room • 1 bathroom • 35 m² 3 beds (2 sofa beds, 1 large double) Only 2 left at this price on our site"
Sfakian Horizon,https://www.booking.com/hotel/gr/notos-suites.en-gb.html,€ 77,Scored 8.9 8.9 Fabulous 578 reviews,Deluxe Double Room with Side Sea View 2 single beds Free cancellation Only 4 rooms left at this price on our site
Gonis Suites,https://www.booking.com/hotel/gr/gonis-suites.en-gb.html,€ 106,Scored 8.9 8.9 Fabulous 79 reviews,"Apartment with City View Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 45 m² 2 beds (1 sofa bed, 1 large double) Only 1 left at this price on our site"
Adam,https://www.booking.com/hotel/gr/adam-falasarna.en-gb.html,€ 60,Scored 8.9 8.9 Fabulous 477 reviews,Double Room with Sea View 1 large double bed Only 5 rooms left at this price on our site
Athina Apartments Near The Sea Platania,https://www.booking.com/hotel/gr/athina-apartments-platanias.en-gb.html,€ 101,Scored 8.2 8.2 Very good 37 reviews,"Two-Bedroom House Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 65 m² 2 beds (1 double, 1 bunk bed)"
Platanos Rooms,https://www.booking.com/hotel/gr/platanos-rooms-sinoikismos-kambos.en-gb.html,€ 62,Scored 9.3 9.3 Superb 309 reviews,Budget Double Room 2 single beds Free cancellation Only 2 rooms left at this price on our site
Consolas Gavdos Studios,https://www.booking.com/hotel/gr/gavdos-studios.en-gb.html,€ 55,Scored 8.1 8.1 Very good 367 reviews,Studio with Sea View Entire studio • 1 bathroom • 20 m² 1 double bed Free cancellation
Querini Luxury Suites,https://www.booking.com/hotel/gr/querini-luxury-suites.en-gb.html,€ 192,Scored 9.3 9.3 Superb 94 reviews,"Deluxe Suite Private suite • 1 bedroom • 1 living room • 1 bathroom • 35 m² 2 beds (1 extra-large double, 1 sofa bed) Free cancellation Only 1 left at this price on our site"
Argo Rooms-Papadakis,https://www.booking.com/hotel/gr/argo-rooms.en-gb.html,€ 55,Scored 9.3 9.3 Superb 469 reviews,Double Room - No Balcony 1 large double bed Only 2 rooms left at this price on our site
Little House on the Prairie - Chania,https://www.booking.com/hotel/gr/eftihia-stone-villa.en-gb.html,€ 243,Scored 10 10 Exceptional 3 reviews,"Villa with Garden View Entire villa • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 90 m² 4 beds (2 singles, 1 double, 1 sofa bed)"
Olympic View Guesthouse,https://www.booking.com/hotel/gr/olympic-view-guesthouse.en-gb.html,€ 54,Scored 8.9 8.9 Fabulous 241 reviews,Double Room with Balcony and Sea View 1 large double bed Only 2 rooms left at this price on our site
Taverna Akrogiali,https://www.booking.com/hotel/gr/taverna-akrogiali.en-gb.html,€ 67,Scored 9.0 9.0 Superb 670 reviews,Superior Twin Room with Sea View 1 double bed Only 1 room left at this price on our site
Seametry Luxury Living Apartments ADULTS ONLY,https://www.booking.com/hotel/gr/seametry-apartments.en-gb.html,€ 122,Scored 9.1 9.1 Superb 288 reviews,"Apartment with Pool View Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55 m² 5 beds (2 singles, 3 sofa beds) Free cancellation Only 1 left at this price on our site"
Iliana's Bungalow,https://www.booking.com/hotel/gr/iliana-39-s-bungalow.en-gb.html,€ 77,Scored 9.0 9.0 Superb 4 reviews,Standard Apartment Entire apartment • 1 bedroom • 1 bathroom • 45 m² 1 extra-large double bed
C&M Residence Chania Old Town,https://www.booking.com/hotel/gr/c-amp-m-residence-chania-old-town.en-gb.html,€ 101,Scored 9.3 9.3 Superb 317 reviews,"Standard One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 35 m² 2 beds (1 sofa bed, 1 large double) Free cancellation Only 1 left at this price on our site"
Villa Bliss,https://www.booking.com/hotel/gr/villa-bliss-kounoupidhiana.en-gb.html,€ 370,Scored 9.0 9.0 Superb 4 reviews,Villa Entire villa • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 200 m² 6 single beds Free cancellation
Angellinas Apartments,https://www.booking.com/hotel/gr/ntountoulaki-maria.en-gb.html,€ 128,Scored 10 10 Exceptional 3 reviews,"Two-Bedroom Apartment with Balcony and Sea View Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80 m² 3 beds (1 sofa bed, 2 large doubles) Free cancellation Only 2 left at this price on our site"
Nicole Rooms,https://www.booking.com/hotel/gr/nicole-rooms.en-gb.html,€ 71,Scored 8.9 8.9 Fabulous 238 reviews,Double Room with Sea View 2 single beds Only 1 room left at this price on our site
Crown Apartments,https://www.booking.com/hotel/gr/crown-apartments.en-gb.html,€ 152,Scored 9.3 9.3 Superb 75 reviews,"Apartment with Balcony Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 43 m² 3 beds (1 extra-large double, 2 sofa beds) Only 1 left at this price on our site"
John Akroyiali,https://www.booking.com/hotel/gr/john-akroyiali.en-gb.html,€ 78,Scored 8.5 8.5 Very good 160 reviews,Double Room 1 double bed Only 3 rooms left at this price on our site
Vakakis-ME Apartments,https://www.booking.com/hotel/gr/vakakis-me-apartments.en-gb.html,€ 122,Scored 9.5 9.5 Exceptional 120 reviews,"Superior Apartment Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80 m² 5 beds (2 singles, 2 sofa beds, 1 large double) Free cancellation Only 1 left at this price on our site"
"Domes Noruz Chania, Autograph Collection- Adults Only",https://www.booking.com/hotel/gr/domes-noruz-chania.en-gb.html,€ 329,Scored 9.5 9.5 Exceptional 168 reviews,Upbeat Retreat Pool View with Plunge Pool 1 extra-large double bed Breakfast included Only 1 room left at this price on our site
Poco Loco Bed & Breakfast,https://www.booking.com/hotel/gr/poco-loco.en-gb.html,€ 77,Scored 8.4 8.4 Very good 329 reviews,"Standard Room 2 beds (1 single, 1 double) Only 2 rooms left at this price on our site"
San Salvatore Monastery,https://www.booking.com/hotel/gr/dialogus.en-gb.html,€ 240,Scored 9.5 9.5 Exceptional 38 reviews,Deluxe Suite with Sea View Private suite • 2 bedrooms • 2 living rooms • 1 bathroom • 109 m² 2 large double beds Free cancellation No prepayment needed – pay at the property Only 1 left at this price on our site
Hostel Stylianos Kissamos,https://www.booking.com/hotel/gr/hostel-stylianos-kissamos.en-gb.html,€ 25,Scored 5.1 5.1 Review score 80 reviews,Bed in 6-Bed Mixed Dormitory Room Bed in dormitory 1 bunk bed
Protopapas Rooms,https://www.booking.com/hotel/gr/protopapas-rooms.en-gb.html,€ 57,Scored 9.0 9.0 Superb 489 reviews,Triple Room with Balcony 3 single beds Free cancellation Only 1 room left at this price on our site
Stam's Paradise,https://www.booking.com/hotel/gr/stam-paradise.en-gb.html,€ 173,Scored 9.8 9.8 Exceptional 20 reviews,One-Bedroom Apartment with Sea View (1st floor) Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 42 m² 1 large double bed Only 1 left at this price on our site
Domus Renier Boutique Hotel,https://www.booking.com/hotel/gr/domus-renier.en-gb.html,€ 213,Scored 9.6 9.6 Exceptional 251 reviews,Classic Double Room 1 large double bed Breakfast included Only 1 room left at this price on our site
Julies Studios,https://www.booking.com/hotel/gr/julies-studios-chania-town2.en-gb.html,€ 62,Scored 7.2 7.2 Good 500 reviews,"Economy Triple Room 2 beds (1 single, 1 extra-large double) Only 4 rooms left at this price on our site"
Elia Kentron,https://www.booking.com/hotel/gr/elia-kentron-suites.en-gb.html,€ 83,Scored 8.9 8.9 Fabulous 325 reviews,Standard Double Room 1 large double bed Only 1 room left at this price on our site
Panoramic Sea View,https://www.booking.com/hotel/gr/beach-apartments-kanari.en-gb.html,€ 193,Scored 8.3 8.3 Very good 173 reviews,"Suite with Sea View Private suite • 2 bedrooms • 1 living room • 2 bathrooms • 80 m² 4 beds (2 singles, 1 double, 1 sofa bed) Only 1 left at this price on our site"
Savas Rooms,https://www.booking.com/hotel/gr/savas-rooms.en-gb.html,€ 43,Scored 8.5 8.5 Very good 435 reviews,small economic double room 1 double bed No prepayment needed – pay at the property Only 4 rooms left at this price on our site
Elia Agia Marina Hotel,https://www.booking.com/hotel/gr/elia-agia-marina-hotel.en-gb.html,€ 107,Scored 9.3 9.3 Superb 398 reviews,Classic Room Beds: 1 double or 2 singles Breakfast included
